Area,Item,Unit,Value,Sentence
Martinique,Sweet potatoes,t,639.0,The production of Sweet potatoes in Martinique is 639.0 t per year
Martinique,Tomatoes,t,4536.0,The production of Tomatoes in Martinique is 4536.0 t per year
Martinique,Yams,t,1800.0,The production of Yams in Martinique is 1800.0 t per year
Martinique,"Beef and Buffalo Meat, primary",t,1626.0,"The production of Beef and Buffalo Meat, primary in Martinique is 1626.0 t per year"
Martinique,"Citrus Fruit, Total",t,1704.0,"The production of Citrus Fruit, Total in Martinique is 1704.0 t per year"
Martinique,Eggs Primary,t,2059.0,The production of Eggs Primary in Martinique is 2059.0 t per year
Martinique,Fruit Primary,t,269555.0,The production of Fruit Primary in Martinique is 269555.0 t per year
Martinique,"Meat, Poultry",t,949.0,"The production of Meat, Poultry in Martinique is 949.0 t per year"
Martinique,"Meat, Total",t,4074.0,"The production of Meat, Total in Martinique is 4074.0 t per year"
Martinique,"Milk, Total",t,679.0,"The production of Milk, Total in Martinique is 679.0 t per year"
Martinique,"Oilcrops, Cake Equivalent",t,91.0,"The production of Oilcrops, Cake Equivalent in Martinique is 91.0 t per year"
Martinique,"Oilcrops, Oil Equivalent",t,147.68,"The production of Oilcrops, Oil Equivalent in Martinique is 147.68 t per year"
Martinique,"Pulses, Total",t,1066.0,"The production of Pulses, Total in Martinique is 1066.0 t per year"
Martinique,"Roots and Tubers, Total",t,6044.0,"The production of Roots and Tubers, Total in Martinique is 6044.0 t per year"
Martinique,Sheep and Goat Meat,t,103.0,The production of Sheep and Goat Meat in Martinique is 103.0 t per year
Martinique,Sugar Crops Primary,t,165101.0,The production of Sugar Crops Primary in Martinique is 165101.0 t per year
Martinique,Vegetables Primary,t,27775.0,The production of Vegetables Primary in Martinique is 27775.0 t per year
Mauritania,Barley,t,1454.91,The production of Barley in Mauritania is 1454.91 t per year
Mauritania,"Beans, dry",t,13480.59,"The production of Beans, dry in Mauritania is 13480.59 t per year"
Mauritania,Butter of cow milk,t,1121.63,The production of Butter of cow milk in Mauritania is 1121.63 t per year
Mauritania,"Buttermilk, dry",t,334.39,"The production of Buttermilk, dry in Mauritania is 334.39 t per year"
Mauritania,"Cattle fat, unrendered",t,924.76,"The production of Cattle fat, unrendered in Mauritania is 924.76 t per year"
Mauritania,Cheese from skimmed cow milk,t,7904.88,The production of Cheese from skimmed cow milk in Mauritania is 7904.88 t per year
Mauritania,"Cow peas, dry",t,7940.32,"The production of Cow peas, dry in Mauritania is 7940.32 t per year"
Mauritania,Dates,t,22145.59,The production of Dates in Mauritania is 22145.59 t per year
Mauritania,"Edible offal of cattle, fresh, chilled or frozen",t,6259.91,"The production of Edible offal of cattle, fresh, chilled or frozen in Mauritania is 6259.91 t per year"
Mauritania,"Edible offal of goat, fresh, chilled or frozen",t,2666.49,"The production of Edible offal of goat, fresh, chilled or frozen in Mauritania is 2666.49 t per year"
Mauritania,"Edible offal of pigs, fresh, chilled or frozen",t,0.0,"The production of Edible offal of pigs, fresh, chilled or frozen in Mauritania is 0.0 t per year"
Mauritania,"Edible offal of sheep, fresh, chilled or frozen",t,5377.83,"The production of Edible offal of sheep, fresh, chilled or frozen in Mauritania is 5377.83 t per year"
Mauritania,"Edible offals of camels and other camelids, fresh, chilled or frozen",t,4490.13,"The production of Edible offals of camels and other camelids, fresh, chilled or frozen in Mauritania is 4490.13 t per year"
Mauritania,"Edible offals of horses and other equines,  fresh, chilled or frozen",t,44.9,"The production of Edible offals of horses and other equines,  fresh, chilled or frozen in Mauritania is 44.9 t per year"
Mauritania,Fat of camels,t,758.9,The production of Fat of camels in Mauritania is 758.9 t per year
Mauritania,Fat of pigs,t,0.0,The production of Fat of pigs in Mauritania is 0.0 t per year
Mauritania,"Goat fat, unrendered",t,397.98,"The production of Goat fat, unrendered in Mauritania is 397.98 t per year"
Mauritania,Groundnut oil,t,284.95,The production of Groundnut oil in Mauritania is 284.95 t per year
Mauritania,"Groundnuts, excluding shelled",t,851.51,"The production of Groundnuts, excluding shelled in Mauritania is 851.51 t per year"
Mauritania,"Hen eggs in shell, fresh",t,5630.55,"The production of Hen eggs in shell, fresh in Mauritania is 5630.55 t per year"
Mauritania,"Hen eggs in shell, fresh",1000 No,156404.0,"The production of Hen eggs in shell, fresh in Mauritania is 156404.0 1000 No per year"
Mauritania,"Horse meat, fresh or chilled",t,543.47,"The production of Horse meat, fresh or chilled in Mauritania is 543.47 t per year"
Mauritania,Maize (corn),t,17896.0,The production of Maize (corn) in Mauritania is 17896.0 t per year
Mauritania,"Meat of asses, fresh or chilled",t,2926.09,"The production of Meat of asses, fresh or chilled in Mauritania is 2926.09 t per year"
Mauritania,"Meat of camels, fresh or chilled",t,27193.77,"The production of Meat of camels, fresh or chilled in Mauritania is 27193.77 t per year"
Mauritania,"Meat of cattle with the bone, fresh or chilled",t,32010.91,"The production of Meat of cattle with the bone, fresh or chilled in Mauritania is 32010.91 t per year"
Mauritania,"Meat of chickens, fresh or chilled",t,3994.78,"The production of Meat of chickens, fresh or chilled in Mauritania is 3994.78 t per year"
Mauritania,"Meat of goat, fresh or chilled",t,19899.15,"The production of Meat of goat, fresh or chilled in Mauritania is 19899.15 t per year"
Mauritania,"Meat of pig with the bone, fresh or chilled",t,0.0,"The production of Meat of pig with the bone, fresh or chilled in Mauritania is 0.0 t per year"
Mauritania,"Meat of sheep, fresh or chilled",t,40133.03,"The production of Meat of sheep, fresh or chilled in Mauritania is 40133.03 t per year"
Mauritania,Melonseed,t,2487.1,The production of Melonseed in Mauritania is 2487.1 t per year
Mauritania,Millet,t,3437.0,The production of Millet in Mauritania is 3437.0 t per year
Mauritania,"Other fruits, n.e.c.",t,3081.05,"The production of Other fruits, n.e.c. in Mauritania is 3081.05 t per year"
Mauritania,Other pulses n.e.c.,t,21806.55,The production of Other pulses n.e.c. in Mauritania is 21806.55 t per year
Mauritania,"Other vegetables, fresh n.e.c.",t,4857.55,"The production of Other vegetables, fresh n.e.c. in Mauritania is 4857.55 t per year"
Mauritania,"Peas, dry",t,9369.27,"The production of Peas, dry in Mauritania is 9369.27 t per year"
Mauritania,Potatoes,t,2232.67,The production of Potatoes in Mauritania is 2232.67 t per year
Mauritania,Raw hides and skins of cattle,t,4694.93,The production of Raw hides and skins of cattle in Mauritania is 4694.93 t per year
Mauritania,Raw hides and skins of goats or kids,t,2387.9,The production of Raw hides and skins of goats or kids in Mauritania is 2387.9 t per year
Mauritania,Raw hides and skins of sheep or lambs,t,5377.83,The production of Raw hides and skins of sheep or lambs in Mauritania is 5377.83 t per year
Mauritania,Raw milk of camel,t,26519.38,The production of Raw milk of camel in Mauritania is 26519.38 t per year
Mauritania,Raw milk of cattle,t,148657.37,The production of Raw milk of cattle in Mauritania is 148657.37 t per year
Mauritania,Raw milk of goats,t,109235.71,The production of Raw milk of goats in Mauritania is 109235.71 t per year
Mauritania,Raw milk of sheep,t,79068.1,The production of Raw milk of sheep in Mauritania is 79068.1 t per year
Mauritania,Rice,t,403000.0,The production of Rice in Mauritania is 403000.0 t per year
Mauritania,"Sheep fat, unrendered",t,802.66,"The production of Sheep fat, unrendered in Mauritania is 802.66 t per year"
Mauritania,Skim milk of cows,t,25583.87,The production of Skim milk of cows in Mauritania is 25583.87 t per year
Mauritania,Sorghum,t,124607.0,The production of Sorghum in Mauritania is 124607.0 t per year
Mauritania,Sweet potatoes,t,5264.75,The production of Sweet potatoes in Mauritania is 5264.75 t per year
Mauritania,Watermelons,t,2648.45,The production of Watermelons in Mauritania is 2648.45 t per year
Mauritania,Wheat,t,5000.0,The production of Wheat in Mauritania is 5000.0 t per year
Mauritania,Yams,t,2986.56,The production of Yams in Mauritania is 2986.56 t per year
Mauritania,"Beef and Buffalo Meat, primary",t,32010.91,"The production of Beef and Buffalo Meat, primary in Mauritania is 32010.91 t per year"
Mauritania,Butter and Ghee,t,1122.0,The production of Butter and Ghee in Mauritania is 1122.0 t per year
Mauritania,"Cereals, primary",t,555394.91,"The production of Cereals, primary in Mauritania is 555394.91 t per year"
Mauritania,Cheese (All Kinds),t,7905.0,The production of Cheese (All Kinds) in Mauritania is 7905.0 t per year
Mauritania,Eggs Primary,t,5630.55,The production of Eggs Primary in Mauritania is 5630.55 t per year
Mauritania,Fruit Primary,t,27875.09,The production of Fruit Primary in Mauritania is 27875.09 t per year
Mauritania,"Meat, Poultry",t,3994.78,"The production of Meat, Poultry in Mauritania is 3994.78 t per year"
Mauritania,"Meat, Total",t,126701.2,"The production of Meat, Total in Mauritania is 126701.2 t per year"
Mauritania,"Milk, Total",t,363480.56,"The production of Milk, Total in Mauritania is 363480.56 t per year"
Mauritania,"Oilcrops, Cake Equivalent",t,1816.0,"The production of Oilcrops, Cake Equivalent in Mauritania is 1816.0 t per year"
Mauritania,"Oilcrops, Oil Equivalent",t,1001.58,"The production of Oilcrops, Oil Equivalent in Mauritania is 1001.58 t per year"
Mauritania,"Pulses, Total",t,52596.73,"The production of Pulses, Total in Mauritania is 52596.73 t per year"
Mauritania,"Roots and Tubers, Total",t,10483.97,"The production of Roots and Tubers, Total in Mauritania is 10483.97 t per year"
Mauritania,Sheep and Goat Meat,t,60032.18,The production of Sheep and Goat Meat in Mauritania is 60032.18 t per year
Mauritania,"Skim Milk & Buttermilk, Dry",t,334.0,"The production of Skim Milk & Buttermilk, Dry in Mauritania is 334.0 t per year"
Mauritania,Vegetables Primary,t,4857.55,The production of Vegetables Primary in Mauritania is 4857.55 t per year
Mauritius,Avocados,t,0.0,The production of Avocados in Mauritius is 0.0 t per year
Mauritius,Bananas,t,9829.0,The production of Bananas in Mauritius is 9829.0 t per year
Mauritius,"Beer of barley, malted",t,44173.0,"The production of Beer of barley, malted in Mauritius is 44173.0 t per year"
Mauritius,"Buttermilk, dry",t,0.59,"The production of Buttermilk, dry in Mauritius is 0.59 t per year"
Mauritius,Cabbages,t,5925.0,The production of Cabbages in Mauritius is 5925.0 t per year
Mauritius,Carrots and turnips,t,4547.0,The production of Carrots and turnips in Mauritius is 4547.0 t per year
Mauritius,"Cassava, fresh",t,1276.0,"The production of Cassava, fresh in Mauritius is 1276.0 t per year"
Mauritius,"Cattle fat, unrendered",t,22.51,"The production of Cattle fat, unrendered in Mauritius is 22.51 t per year"
Mauritius,Cauliflowers and broccoli,t,1107.0,The production of Cauliflowers and broccoli in Mauritius is 1107.0 t per year
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",t,2959.0,"The production of Chillies and peppers, green (Capsicum spp. and Pimenta spp.) in Mauritius is 2959.0 t per year"
Mauritius,Coconut oil,t,5.64,The production of Coconut oil in Mauritius is 5.64 t per year
Mauritius,"Coconuts, in shell",t,1140.2,"The production of Coconuts, in shell in Mauritius is 1140.2 t per year"
Mauritius,"Coffee, green",t,0.0,"The production of Coffee, green in Mauritius is 0.0 t per year"
Mauritius,Cucumbers and gherkins,t,5938.0,The production of Cucumbers and gherkins in Mauritius is 5938.0 t per year
Mauritius,"Edible offal of cattle, fresh, chilled or frozen",t,162.08,"The production of Edible offal of cattle, fresh, chilled or frozen in Mauritius is 162.08 t per year"
Mauritius,"Edible offal of goat, fresh, chilled or frozen",t,5.42,"The production of Edible offal of goat, fresh, chilled or frozen in Mauritius is 5.42 t per year"
Mauritius,"Edible offal of pigs, fresh, chilled or frozen",t,21.13,"The production of Edible offal of pigs, fresh, chilled or frozen in Mauritius is 21.13 t per year"
Mauritius,"Edible offal of sheep, fresh, chilled or frozen",t,6.91,"The production of Edible offal of sheep, fresh, chilled or frozen in Mauritius is 6.91 t per year"
Mauritius,Eggplants (aubergines),t,3165.0,The production of Eggplants (aubergines) in Mauritius is 3165.0 t per year
Mauritius,Fat of pigs,t,29.88,The production of Fat of pigs in Mauritius is 29.88 t per year
Mauritius,"Game meat, fresh, chilled or frozen",t,638.84,"The production of Game meat, fresh, chilled or frozen in Mauritius is 638.84 t per year"
Mauritius,"Ginger, raw",t,1165.0,"The production of Ginger, raw in Mauritius is 1165.0 t per year"
Mauritius,"Goat fat, unrendered",t,0.54,"The production of Goat fat, unrendered in Mauritius is 0.54 t per year"
Mauritius,Green corn (maize),t,823.0,The production of Green corn (maize) in Mauritius is 823.0 t per year
Mauritius,Green garlic,t,49.0,The production of Green garlic in Mauritius is 49.0 t per year
Mauritius,"Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg",t,1097.0,"The production of Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg in Mauritius is 1097.0 t per year"
Mauritius,Groundnut oil,t,0.0,The production of Groundnut oil in Mauritius is 0.0 t per year
Mauritius,"Groundnuts, excluding shelled",t,311.0,"The production of Groundnuts, excluding shelled in Mauritius is 311.0 t per year"
Mauritius,"Hen eggs in shell, fresh",t,16300.0,"The production of Hen eggs in shell, fresh in Mauritius is 16300.0 t per year"
Mauritius,"Hen eggs in shell, fresh",1000 No,296364.0,"The production of Hen eggs in shell, fresh in Mauritius is 296364.0 1000 No per year"
Mauritius,Leeks and other alliaceous vegetables,t,55.0,The production of Leeks and other alliaceous vegetables in Mauritius is 55.0 t per year
Mauritius,Lettuce and chicory,t,1441.0,The production of Lettuce and chicory in Mauritius is 1441.0 t per year
Mauritius,Maize (corn),t,823.0,The production of Maize (corn) in Mauritius is 823.0 t per year
Mauritius,Margarine and shortening,t,2680.0,The production of Margarine and shortening in Mauritius is 2680.0 t per year
Mauritius,"Meat of cattle with the bone, fresh or chilled",t,2071.0,"The production of Meat of cattle with the bone, fresh or chilled in Mauritius is 2071.0 t per year"
Mauritius,"Meat of chickens, fresh or chilled",t,55700.0,"The production of Meat of chickens, fresh or chilled in Mauritius is 55700.0 t per year"
Mauritius,"Meat of ducks, fresh or chilled",t,41.99,"The production of Meat of ducks, fresh or chilled in Mauritius is 41.99 t per year"
Mauritius,"Meat of geese, fresh or chilled",t,50.03,"The production of Meat of geese, fresh or chilled in Mauritius is 50.03 t per year"
Mauritius,"Meat of goat, fresh or chilled",t,20.0,"The production of Meat of goat, fresh or chilled in Mauritius is 20.0 t per year"
Mauritius,"Meat of pig with the bone, fresh or chilled",t,583.0,"The production of Meat of pig with the bone, fresh or chilled in Mauritius is 583.0 t per year"
Mauritius,"Meat of rabbits and hares, fresh or chilled",t,25.09,"The production of Meat of rabbits and hares, fresh or chilled in Mauritius is 25.09 t per year"
Mauritius,"Meat of sheep, fresh or chilled",t,43.19,"The production of Meat of sheep, fresh or chilled in Mauritius is 43.19 t per year"
Mauritius,"Meat of turkeys, fresh or chilled",t,3.31,"The production of Meat of turkeys, fresh or chilled in Mauritius is 3.31 t per year"
Mauritius,Molasses,t,77045.25,The production of Molasses in Mauritius is 77045.25 t per year
Mauritius,Oil of linseed,t,10.04,The production of Oil of linseed in Mauritius is 10.04 t per year
Mauritius,Okra,t,1325.0,The production of Okra in Mauritius is 1325.0 t per year
Mauritius,"Onions and shallots, dry (excluding dehydrated)",t,9317.0,"The production of Onions and shallots, dry (excluding dehydrated) in Mauritius is 9317.0 t per year"
Mauritius,"Other beans, green",t,1559.0,"The production of Other beans, green in Mauritius is 1559.0 t per year"
Mauritius,"Other citrus fruit, n.e.c.",t,655.26,"The production of Other citrus fruit, n.e.c. in Mauritius is 655.26 t per year"
Mauritius,"Other fibre crops, raw, n.e.c.",t,86.47,"The production of Other fibre crops, raw, n.e.c. in Mauritius is 86.47 t per year"
Mauritius,"Other fruits, n.e.c.",t,5729.45,"The production of Other fruits, n.e.c. in Mauritius is 5729.45 t per year"
Mauritius,Other pulses n.e.c.,t,0.0,The production of Other pulses n.e.c. in Mauritius is 0.0 t per year
Mauritius,"Other stimulant, spice and aromatic crops, n.e.c.",t,204.52,"The production of Other stimulant, spice and aromatic crops, n.e.c. in Mauritius is 204.52 t per year"
Mauritius,"Other vegetables, fresh n.e.c.",t,2902.0,"The production of Other vegetables, fresh n.e.c. in Mauritius is 2902.0 t per year"
Mauritius,"Peas, green",t,1.0,"The production of Peas, green in Mauritius is 1.0 t per year"
Mauritius,Pineapples,t,5579.0,The production of Pineapples in Mauritius is 5579.0 t per year
Mauritius,"Pistachios, in shell",t,4.82,"The production of Pistachios, in shell in Mauritius is 4.82 t per year"
Mauritius,Potatoes,t,14495.0,The production of Potatoes in Mauritius is 14495.0 t per year
Mauritius,"Pumpkins, squash and gourds",t,23259.0,"The production of Pumpkins, squash and gourds in Mauritius is 23259.0 t per year"
Mauritius,Raw cane or beet sugar (centrifugal only),t,255818.0,The production of Raw cane or beet sugar (centrifugal only) in Mauritius is 255818.0 t per year
Mauritius,Raw hides and skins of cattle,t,279.13,The production of Raw hides and skins of cattle in Mauritius is 279.13 t per year
Mauritius,Raw hides and skins of goats or kids,t,7.08,The production of Raw hides and skins of goats or kids in Mauritius is 7.08 t per year
Mauritius,Raw hides and skins of sheep or lambs,t,10.37,The production of Raw hides and skins of sheep or lambs in Mauritius is 10.37 t per year
Mauritius,Raw milk of cattle,t,2231.0,The production of Raw milk of cattle in Mauritius is 2231.0 t per year
Mauritius,Rice,t,0.0,The production of Rice in Mauritius is 0.0 t per year
Mauritius,"Sheep fat, unrendered",t,0.75,"The production of Sheep fat, unrendered in Mauritius is 0.75 t per year"
Mauritius,Sugar cane,t,2256806.0,The production of Sugar cane in Mauritius is 2256806.0 t per year
Mauritius,Sweet potatoes,t,1759.0,The production of Sweet potatoes in Mauritius is 1759.0 t per year
Mauritius,Taro,t,2155.0,The production of Taro in Mauritius is 2155.0 t per year
Mauritius,Tea leaves,t,6351.0,The production of Tea leaves in Mauritius is 6351.0 t per year
Mauritius,Tomatoes,t,14269.0,The production of Tomatoes in Mauritius is 14269.0 t per year
Mauritius,Unmanufactured tobacco,t,0.0,The production of Unmanufactured tobacco in Mauritius is 0.0 t per year
Mauritius,Wine,t,3166.0,The production of Wine in Mauritius is 3166.0 t per year
Mauritius,"Beef and Buffalo Meat, primary",t,2071.0,"The production of Beef and Buffalo Meat, primary in Mauritius is 2071.0 t per year"
Mauritius,"Cereals, primary",t,823.0,"The production of Cereals, primary in Mauritius is 823.0 t per year"
Mauritius,"Citrus Fruit, Total",t,655.26,"The production of Citrus Fruit, Total in Mauritius is 655.26 t per year"
Mauritius,Eggs Primary,t,16300.0,The production of Eggs Primary in Mauritius is 16300.0 t per year
Mauritius,"Fibre Crops, Fibre Equivalent",t,86.47,"The production of Fibre Crops, Fibre Equivalent in Mauritius is 86.47 t per year"
Mauritius,Fruit Primary,t,21792.72,The production of Fruit Primary in Mauritius is 21792.72 t per year
Mauritius,"Meat, Poultry",t,55795.32,"The production of Meat, Poultry in Mauritius is 55795.32 t per year"
Mauritius,"Meat, Total",t,59176.45,"The production of Meat, Total in Mauritius is 59176.45 t per year"
Mauritius,"Milk, Total",t,2231.0,"The production of Milk, Total in Mauritius is 2231.0 t per year"
Mauritius,"Oilcrops, Cake Equivalent",t,209.0,"The production of Oilcrops, Cake Equivalent in Mauritius is 209.0 t per year"
Mauritius,"Oilcrops, Oil Equivalent",t,241.53,"The production of Oilcrops, Oil Equivalent in Mauritius is 241.53 t per year"
Mauritius,"Roots and Tubers, Total",t,19685.0,"The production of Roots and Tubers, Total in Mauritius is 19685.0 t per year"
Mauritius,Sheep and Goat Meat,t,63.19,The production of Sheep and Goat Meat in Mauritius is 63.19 t per year
Mauritius,"Skim Milk & Buttermilk, Dry",t,1.0,"The production of Skim Milk & Buttermilk, Dry in Mauritius is 1.0 t per year"
Mauritius,Sugar Crops Primary,t,2256806.0,The production of Sugar Crops Primary in Mauritius is 2256806.0 t per year
Mauritius,"Treenuts, Total",t,4.82,"The production of Treenuts, Total in Mauritius is 4.82 t per year"
Mauritius,Vegetables Primary,t,78641.0,The production of Vegetables Primary in Mauritius is 78641.0 t per year
Mexico,"Agave fibres, raw, n.e.c.",t,6251.88,"The production of Agave fibres, raw, n.e.c. in Mexico is 6251.88 t per year"
Mexico,"Almonds, in shell",t,47.79,"The production of Almonds, in shell in Mexico is 47.79 t per year"
Mexico,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",t,138139.9,"The production of Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw in Mexico is 138139.9 t per year"
Mexico,Apples,t,817805.96,The production of Apples in Mexico is 817805.96 t per year
Mexico,Apricots,t,1082.51,The production of Apricots in Mexico is 1082.51 t per year
Mexico,Artichokes,t,3408.8,The production of Artichokes in Mexico is 3408.8 t per year
Mexico,Asparagus,t,304822.56,The production of Asparagus in Mexico is 304822.56 t per year
Mexico,Avocados,t,2529581.41,The production of Avocados in Mexico is 2529581.41 t per year
Mexico,"Balata, gutta-percha, guayule, chicle and similar natural gums in primary forms or in plates, sheets or strip",t,22574.0,"The production of Balata, gutta-percha, guayule, chicle and similar natural gums in primary forms or in plates, sheets or strip in Mexico is 22574.0 t per year"
Mexico,Bananas,t,2600601.48,The production of Bananas in Mexico is 2600601.48 t per year
Mexico,Barley,t,969912.9,The production of Barley in Mexico is 969912.9 t per year
Mexico,"Beans, dry",t,1002447.62,"The production of Beans, dry in Mexico is 1002447.62 t per year"
Mexico,"Beer of barley, malted",t,13469664.0,"The production of Beer of barley, malted in Mexico is 13469664.0 t per year"
Mexico,Beeswax,t,1533.0,The production of Beeswax in Mexico is 1533.0 t per year
Mexico,Blueberries,t,67304.53,The production of Blueberries in Mexico is 67304.53 t per year
Mexico,"Broad beans and horse beans, dry",t,40288.48,"The production of Broad beans and horse beans, dry in Mexico is 40288.48 t per year"
Mexico,"Broad beans and horse beans, green",t,84138.44,"The production of Broad beans and horse beans, green in Mexico is 84138.44 t per year"
Mexico,Butter of cow milk,t,24541.21,The production of Butter of cow milk in Mexico is 24541.21 t per year
Mexico,"Buttermilk, dry",t,4306.21,"The production of Buttermilk, dry in Mexico is 4306.21 t per year"
Mexico,Cabbages,t,245812.92,The production of Cabbages in Mexico is 245812.92 t per year
Mexico,Canary seed,t,3.28,The production of Canary seed in Mexico is 3.28 t per year
Mexico,Cantaloupes and other melons,t,575438.73,The production of Cantaloupes and other melons in Mexico is 575438.73 t per year
Mexico,Carrots and turnips,t,348899.93,The production of Carrots and turnips in Mexico is 348899.93 t per year
Mexico,"Cashew nuts, in shell",t,3602.62,"The production of Cashew nuts, in shell in Mexico is 3602.62 t per year"
Mexico,"Cassava, fresh",t,26892.46,"The production of Cassava, fresh in Mexico is 26892.46 t per year"
Mexico,Castor oil seeds,t,2633.19,The production of Castor oil seeds in Mexico is 2633.19 t per year
Mexico,"Cattle fat, unrendered",t,84605.76,"The production of Cattle fat, unrendered in Mexico is 84605.76 t per year"
Mexico,Cauliflowers and broccoli,t,739393.77,The production of Cauliflowers and broccoli in Mexico is 739393.77 t per year
Mexico,Cereals n.e.c.,t,5738.49,The production of Cereals n.e.c. in Mexico is 5738.49 t per year
Mexico,"Cheese from milk of goats, fresh or processed",t,17164.98,"The production of Cheese from milk of goats, fresh or processed in Mexico is 17164.98 t per year"
Mexico,Cheese from whole cow milk,t,164392.64,The production of Cheese from whole cow milk in Mexico is 164392.64 t per year
Mexico,Cherries,t,188.15,The production of Cherries in Mexico is 188.15 t per year
Mexico,"Chick peas, dry",t,189036.82,"The production of Chick peas, dry in Mexico is 189036.82 t per year"
Mexico,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",t,60987.42,"The production of Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw in Mexico is 60987.42 t per year"
Mexico,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",t,3113244.27,"The production of Chillies and peppers, green (Capsicum spp. and Pimenta spp.) in Mexico is 3113244.27 t per year"
Mexico,"Cloves (whole stems), raw",t,0.0,"The production of Cloves (whole stems), raw in Mexico is 0.0 t per year"
Mexico,Cocoa beans,t,28114.83,The production of Cocoa beans in Mexico is 28114.83 t per year
Mexico,Coconut oil,t,132300.0,The production of Coconut oil in Mexico is 132300.0 t per year
Mexico,"Coconuts, in shell",t,1119847.25,"The production of Coconuts, in shell in Mexico is 1119847.25 t per year"
Mexico,"Coffee, green",t,181706.42,"The production of Coffee, green in Mexico is 181706.42 t per year"
Mexico,"Cotton lint, ginned",t,231000.0,"The production of Cotton lint, ginned in Mexico is 231000.0 t per year"
Mexico,Cotton seed,t,395000.0,The production of Cotton seed in Mexico is 395000.0 t per year
Mexico,Cottonseed oil,t,45600.0,The production of Cottonseed oil in Mexico is 45600.0 t per year
Mexico,Cucumbers and gherkins,t,1078210.46,The production of Cucumbers and gherkins in Mexico is 1078210.46 t per year
Mexico,Dates,t,19720.18,The production of Dates in Mexico is 19720.18 t per year
Mexico,"Edible offal of cattle, fresh, chilled or frozen",t,338423.03,"The production of Edible offal of cattle, fresh, chilled or frozen in Mexico is 338423.03 t per year"
Mexico,"Edible offal of goat, fresh, chilled or frozen",t,6804.26,"The production of Edible offal of goat, fresh, chilled or frozen in Mexico is 6804.26 t per year"
Mexico,"Edible offal of pigs, fresh, chilled or frozen",t,161771.04,"The production of Edible offal of pigs, fresh, chilled or frozen in Mexico is 161771.04 t per year"
Mexico,"Edible offal of sheep, fresh, chilled or frozen",t,11656.46,"The production of Edible offal of sheep, fresh, chilled or frozen in Mexico is 11656.46 t per year"
Mexico,"Edible offals of horses and other equines,  fresh, chilled or frozen",t,14577.8,"The production of Edible offals of horses and other equines,  fresh, chilled or frozen in Mexico is 14577.8 t per year"
Mexico,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",t,236670.56,"The production of Edible roots and tubers with high starch or inulin content, n.e.c., fresh in Mexico is 236670.56 t per year"
Mexico,Eggplants (aubergines),t,108358.12,The production of Eggplants (aubergines) in Mexico is 108358.12 t per year
Mexico,Fat of pigs,t,121328.28,The production of Fat of pigs in Mexico is 121328.28 t per year
Mexico,Figs,t,11724.99,The production of Figs in Mexico is 11724.99 t per year
Mexico,"Ginger, raw",t,4128.96,"The production of Ginger, raw in Mexico is 4128.96 t per year"
Mexico,"Goat fat, unrendered",t,1360.85,"The production of Goat fat, unrendered in Mexico is 1360.85 t per year"
Mexico,Grapes,t,457752.35,The production of Grapes in Mexico is 457752.35 t per year
Mexico,Green corn (maize),t,1120675.49,The production of Green corn (maize) in Mexico is 1120675.49 t per year
Mexico,Green garlic,t,89487.69,The production of Green garlic in Mexico is 89487.69 t per year
Mexico,Groundnut oil,t,4800.0,The production of Groundnut oil in Mexico is 4800.0 t per year
Mexico,"Groundnuts, excluding shelled",t,111152.0,"The production of Groundnuts, excluding shelled in Mexico is 111152.0 t per year"
Mexico,"Hen eggs in shell, fresh",t,3101899.31,"The production of Hen eggs in shell, fresh in Mexico is 3101899.31 t per year"
Mexico,"Hen eggs in shell, fresh",1000 No,58526402.0,"The production of Hen eggs in shell, fresh in Mexico is 58526402.0 1000 No per year"
Mexico,"Horse meat, fresh or chilled",t,72889.0,"The production of Horse meat, fresh or chilled in Mexico is 72889.0 t per year"
Mexico,Jojoba seeds,t,146.58,The production of Jojoba seeds in Mexico is 146.58 t per year
Mexico,Leeks and other alliaceous vegetables,t,14271.07,The production of Leeks and other alliaceous vegetables in Mexico is 14271.07 t per year
Mexico,Lemons and limes,t,3102045.85,The production of Lemons and limes in Mexico is 3102045.85 t per year
Mexico,"Lentils, dry",t,12448.15,"The production of Lentils, dry in Mexico is 12448.15 t per year"
Mexico,Lettuce and chicory,t,558032.88,The production of Lettuce and chicory in Mexico is 558032.88 t per year
Mexico,Linseed,t,11.18,The production of Linseed in Mexico is 11.18 t per year
Mexico,Locust beans (carobs),t,427.6,The production of Locust beans (carobs) in Mexico is 427.6 t per year
Mexico,Maize (corn),t,26625693.83,The production of Maize (corn) in Mexico is 26625693.83 t per year
Mexico,"Mangoes, guavas and mangosteens",t,2485545.6,"The production of Mangoes, guavas and mangosteens in Mexico is 2485545.6 t per year"
